device_name,device_secret,product_key
00002d84,b640acc8bfd4d0f69c14b1462ea7b988,0xd117e002
00002d85,8752def2e9ea679547a5d0c45f9f5cd6,0xd117e002
00002d86,7d2efc3076636ac0130bea4e06019ba6,0xd117e002
00002d87,06c003aaa614659108ee2b95e0efb012,0xd117e002
00002d88,cb12d6a348af37194ea8ec81d6d3700e,0xd117e002
00002d89,af0f374ecb12268af2b9cb05f54772e3,0xd117e002
00002d8a,f3e13ca49dfbb8a1685045e79b922722,0xd117e002
00002d8b,5f71af0846217ade653b888ce10a55f4,0xd117e002
00002d8c,d34979fb277bb095b8abf5c0e3611c1b,0xd117e002
00002d8d,23ba669391027b3ca172220be107b900,0xd117e002
00002d8e,1e901d428654456d983b1f1fc54acb7a,0xd117e002
00002d8f,3f1153020badde79fb0a3eb739e01b37,0xd117e002
00002d90,ab748d0dd153e3a63efc85773f2aa7c9,0xd117e002
00002d91,e72f197da107bbefcdfc53c882e52e78,0xd117e002
00002d92,3c368dab2eb0918bcb7b40e60cf0afc9,0xd117e002
00002d93,c622de237a9d813879d65592254cd4fd,0xd117e002
00002d94,c2ef095bf9e7bc19a2d76836869c8c05,0xd117e002
00002d95,fe6653ea58d736931a0e46bdd8974edd,0xd117e002
00002d96,8ee26e81898b501e819d44bd90d4c05a,0xd117e002
00002d97,ac9fd1745922452c93fea3bbd2039e87,0xd117e002
00002d98,d19f7d91c80275222ca6457927faaaf3,0xd117e002
00002d99,6b5698d9b8a3c1993f6f7c64c7a4ee68,0xd117e002
00002d9a,0893b7ed95cdb52718ad9643de55ac50,0xd117e002
00002d9b,116da191e02ceed8489391f33d1d2556,0xd117e002
00002d9c,500ac9d552d248c4e35aaa168afb6334,0xd117e002
00002d9d,1b4384f963c17c7299f69fc063ba0eaa,0xd117e002
00002d9e,dd2e47f2237fe2425da7214c385323fa,0xd117e002
00002d9f,1ade2fb68f549acd4543939bd3bd09de,0xd117e002
00002da0,1e2449bae642fe0e4c9fb15c1370ddb2,0xd117e002
00002da1,6e4e59cc206d9dd93105b2e9c946c454,0xd117e002
00002da2,28e52230970c6b092fd9b40d1af68619,0xd117e002
00002da3,3e4f62aff659901315d1abda746cd6ce,0xd117e002
00002da4,e76cb700f964efc3ed020fe9c339ef90,0xd117e002
00002da5,a69b9c7c3c25dab16ee8ed38e816521b,0xd117e002
00002da6,a455635c618805dbcd9e58c2db2548ce,0xd117e002
00002da7,6ddd96461795bad2185cdbd35a6da8de,0xd117e002
00002da8,c866e8dca0c9057b459cf7b95743b860,0xd117e002
00002da9,120e72c5e3a0fcff868c31a07708661b,0xd117e002
00002daa,72d6c272f6129b62fa250fb158e1ccf9,0xd117e002
00002dab,9672ddb1077b7b5ff7e57008410f0aa6,0xd117e002
00002dac,7798ee5234226cc278552697aa090aa5,0xd117e002
00002dad,2fc26289763172afdab97070bb75b467,0xd117e002
00002dae,281b39cc80f6e414cf80e4957e31a39b,0xd117e002
00002daf,60d42c4f8fc9227456569358f3bf5345,0xd117e002
00002db0,52e9415f640925c70acacbf2983226ae,0xd117e002
00002db1,1aa359be7297bac66920fb83b8436d1a,0xd117e002
00002db2,b0fdc545a9901c548d03827712abe256,0xd117e002
00002db3,b2f58a50c4805b35b67ebc1e14273bcc,0xd117e002
00002db4,5afd35bb41954bcf8607cfe30d08aeed,0xd117e002
00002db5,98da6ef8b2406493a6d9aa9fd923563f,0xd117e002
00002db6,368fb99a168d009539352f0473b71278,0xd117e002
00002db7,669e5b7ee268d8c658965462cc7fa13d,0xd117e002
00002db8,bc53e1988bea266598d59464fbc6fd0a,0xd117e002
00002db9,25fab39a983a347a6120c141b21b8e35,0xd117e002
00002dba,33a90a661a16d15013664e00c5acc9a1,0xd117e002
00002dbb,ec639090a32996756f5b2cd6cdd4f2f8,0xd117e002
00002dbc,bbf94437cab48d6a6e53c255664870df,0xd117e002
00002dbd,16064c96a31250db77242fa68cd92c3d,0xd117e002
00002dbe,c5c0c3a2ae8c188873391b3146fc3a12,0xd117e002
00002dbf,6a92f12bf58c7d9808a36bfa54a28866,0xd117e002
00002dc0,baa4796a354eec240768b70ecc47295a,0xd117e002
00002dc1,12184d68547e959243a64f1c57e50018,0xd117e002
00002dc2,7c09c68c23127afac7d07ca061b9e4ae,0xd117e002
00002dc3,e6067825ed731f03945acb1e4e1ef49a,0xd117e002
00002dc4,ccca4fb1dcf5c79205796b76a6e41141,0xd117e002
00002dc5,16e4a15e92e887b834c287be0976581a,0xd117e002
00002dc6,8745b870f5042f08e0a221e3c4c9f6ca,0xd117e002
00002dc7,ba56180113ed878b85728db06a8f47e3,0xd117e002
00002dc8,bf4a20f29a125f9b40848d868021e92d,0xd117e002
00002dc9,780ffd1358655d3be8edf85fe0892d9a,0xd117e002
00002dca,4728d092c337bcfc3f719a0e21aeadd1,0xd117e002
00002dcb,8d0b155ad5193df44c99bce7a520b60a,0xd117e002
00002dcc,13c2ce2826a43316040c15386efd8a32,0xd117e002
00002dcd,8d6458f92e91e5ce5a2dc330959f8bfb,0xd117e002
00002dce,bf4d30158f5226ecfadd9843d7bb070b,0xd117e002
00002dcf,36616c00100f912d6e6dc070fcea0c09,0xd117e002
00002dd0,ae20606165356bb28a73494b3e370eaa,0xd117e002
00002dd1,c0a85553e6aaff5da095cce7c58ba092,0xd117e002
00002dd2,d162a55f9dc8c0cbd241ffefd2639459,0xd117e002
00002dd3,6d31543e4b1ab2ddbf63e3ec372ed691,0xd117e002
00002dd4,aa47531304691b09ea8973c370062c53,0xd117e002
00002dd5,6306ecbd9ac8a7d1e639c583fdf0b2a5,0xd117e002
00002dd6,60d66f477d63913cd57532e3dd0fe2f5,0xd117e002
00002dd7,535a283eb201a84f0280643d12c4e15a,0xd117e002
00002dd8,e1b4a7da6162878008c71a0db59f91f1,0xd117e002
00002dd9,5a117abced8ef21172feaea6bd45199b,0xd117e002
00002dda,01e16caafbc2b9e392fd48892270799c,0xd117e002
00002ddb,05a1a64bd1178334e1e1f4d572e02c0f,0xd117e002
00002ddc,4d0f85789ad88a6cec0d4df59d4c628b,0xd117e002
00002ddd,5687fb4270951ea76c79e212fbf14c37,0xd117e002
00002dde,7842266ddca9e7d2459aeae485d665e8,0xd117e002
00002ddf,4e4590225fd7c943e38273da7ad5afa0,0xd117e002
00002de0,0f8091a4a51b10fd4d7a2279d3f76f9d,0xd117e002
00002de1,75861d63511cb05a513799ea4d7f1b5a,0xd117e002
00002de2,0d42c42987a6756e77c4c20807d4f611,0xd117e002
00002de3,e13db3feb944b5cd84fa3a13a1640cb7,0xd117e002
00002de4,c67f715ab40aa115d7b5202c074c04a7,0xd117e002
00002de5,344a61911eda52b04ec64d745ea59256,0xd117e002
00002de6,fa62d096da38ae80ad61f417e80c53f4,0xd117e002
00002de7,25df6eeb2d1457ed9bf7490ca22940e1,0xd117e002
00002de8,2257ffaa06b1ce7c2c2b64fcea12ca98,0xd117e002
00002de9,30c194ae581b3d74a066c618837ae2b5,0xd117e002
00002dea,926216cf5a0fc9eaafafbc196c6d6bdf,0xd117e002
00002deb,194be8107b93862c812946ee652edc38,0xd117e002
00002dec,7f2ea38d77526b53b89019f67b53bbdc,0xd117e002
00002ded,cb2a2b135a25e470a49c9fbf05f56db6,0xd117e002
00002dee,d5e2d2810e4035688469684dd9ffbc74,0xd117e002
00002def,d5df1c24669ce7b7dd90e90538d8ee2b,0xd117e002
00002df0,bee3d968d0e63dc927db53928bb60fae,0xd117e002
00002df1,c97e55bb73783d95d4752eb95cf8507f,0xd117e002
00002df2,5b0296b925993e453298253225ee5710,0xd117e002
00002df3,09f109878ca0a47864abc1776ed0538f,0xd117e002
00002df4,2261755b15571d89c20e7f696cb475b2,0xd117e002
00002df5,c3da68112a4213b784f2eed0fcff14ac,0xd117e002
00002df6,a00918d3959ef70b0d838d3d3fc8ede8,0xd117e002
00002df7,5b5c1a43ba3f3f9fa10ac0c8bfc0e5b5,0xd117e002
00002df8,9d417b6f883de4e44680a15f6b7483b4,0xd117e002
00002df9,3088771106138052bd10e996bb010d65,0xd117e002
00002dfa,83eb59b9563a8a7efa1d75564b389ed6,0xd117e002
00002dfb,3e462302ce78f3a66950a267282fb10c,0xd117e002
00002dfc,6d0a28e86582c09b8a8959b1637a6558,0xd117e002
00002dfd,0bd158bca5f030cde88536da878c3aff,0xd117e002
00002dfe,f78ed9210c7a19fa643552e6eb89435f,0xd117e002
00002dff,3505f32a815686d167d8aa1ad42aacf2,0xd117e002
00002e00,f16ddc023e4a70fa111582e1e2534dc7,0xd117e002
00002e01,c9ee1930b64e737627031a3bbf700e9f,0xd117e002
00002e02,50e2d061ae8516d4edcdccfd98d54657,0xd117e002
00002e03,573b9a7713a99f3e33fcaffdefc27ab2,0xd117e002
00002e04,dabd5d752da6ac7d81400b01a0b457cc,0xd117e002
00002e05,8cbc7be615848885bfd350b24fe7c26d,0xd117e002
00002e06,b48b07b2ad8b194d37b8a762cbba3d43,0xd117e002
00002e07,992bab45b7eecef79be7ad42e0f0a218,0xd117e002
00002e08,efa3757f4663788ee925527de470a316,0xd117e002
00002e09,46bf60d0802fec8249f15d3805b676e3,0xd117e002
00002e0a,4833628980d669263155b1d603885fc6,0xd117e002
00002e0b,627296f918b2d16b40c2bc603b4aee81,0xd117e002
00002e0c,edbf21a8796b5037dd9cae62b7a5147c,0xd117e002
00002e0d,c529133130a3555896455178a7065369,0xd117e002
00002e0e,0de1333fcaf1d7b93a490aed5a4082e9,0xd117e002
00002e0f,6ac8b44867ee6c7f1f851378207e4724,0xd117e002
00002e10,bb9959c799ad4e18b2fc6d2367fe2fde,0xd117e002
00002e11,95e0b78fb0eb88da84360fa3216b2d80,0xd117e002
00002e12,fe0dadb0853275e23bf3b67f183699f9,0xd117e002
00002e13,a16b968e76b90d2dee073b273bfc9769,0xd117e002
00002e14,19a8e26bec238ae6e7b61d55a0793186,0xd117e002
00002e15,da3dc588e13c2ad5444d263748d11f84,0xd117e002
00002e16,8897e9526d9496600262f501f981a0b1,0xd117e002
00002e17,f7cc5d1216cb49b20459856a5af3c3e4,0xd117e002
00002e18,a4f7714734740d1ad7de8a0a21503f51,0xd117e002
00002e19,ca52bb314bee13a9d140c3581fb0e80d,0xd117e002
00002e1a,45513858d2941e1089ea0b0bfdec79a0,0xd117e002
00002e1b,ecdbc4f3a6586c939786e3bee77e95d5,0xd117e002
00002e1c,f25d69497534300d495b60d720cbfe7f,0xd117e002
00002e1d,2e3f18b0f4c98301e935fb5cf2e52747,0xd117e002
00002e1e,7717660ee14e148971a2d982a47c5e8f,0xd117e002
00002e1f,a077e0ff5292e7672f8dea8734210473,0xd117e002
00002e20,6a1c8eb28c7f48d15579bb0ffbf878ab,0xd117e002
00002e21,930776f05428dd7c79c50ec25e7bb063,0xd117e002
00002e22,d8b588259f20fc97f1b99713aea34da5,0xd117e002
00002e23,53a22db2857105b992c30e878092fe09,0xd117e002
00002e24,7fd502adbd40bf5115a4a1491f3921f9,0xd117e002
00002e25,534d9050fac0466d2a50227af00ab6ce,0xd117e002
00002e26,109f17facd8c13788297dcb70f1fcf01,0xd117e002
00002e27,0380a39b8df3dd38fbdbc9c8dc969ff3,0xd117e002
00002e28,bd7102ca4ed91e2883e34d7fced4b591,0xd117e002
00002e29,1ca1a71f0de9b04c65404ea6a930827b,0xd117e002
00002e2a,f7c6d57fdb1ed254f85b47a3541acf35,0xd117e002
00002e2b,c6f7e491babfa6927a03453c8e02758d,0xd117e002
00002e2c,5fe008ef6f7fc5445a6e44f4c5c24bf8,0xd117e002
00002e2d,82f9b8bd02a640e914bf3d7c1aa9921d,0xd117e002
00002e2e,ee41baa663708c0f45ea2c11ac3559a3,0xd117e002
00002e2f,4039e49a889a2f8f0037bf0ae7712bad,0xd117e002
00002e30,09cd2d2d261ce076aca128dadea875b1,0xd117e002
00002e31,db0af86ef973485fc84a7ad51ba24946,0xd117e002
